name,smiles,inchikey,connectivity
ROFECOXIB,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,RZJQGNCSTQAWON-UHFFFAOYSA-N,RZJQGNCSTQAWON
ROFLUMILAST,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,MNDBXUUTURYVHR-UHFFFAOYSA-N,MNDBXUUTURYVHR
ROLIPRAM,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,HJORMJIFDVBMOB-UHFFFAOYSA-N,HJORMJIFDVBMOB
ROSIGLITAZONE,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,YASAKCUCGLMORW-UHFFFAOYSA-N,YASAKCUCGLMORW
ROXARSONE,C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])O,XMVJITFPVVRMHC-UHFFFAOYSA-N,XMVJITFPVVRMHC
ROXITHROMYCIN,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,RXZBMPWDPOLZGW-XMRMVWPWSA-N,RXZBMPWDPOLZGW
S(-)-CARBIDOPA,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,TZFNLOMSOLWIDK-JTQLQIEISA-N,TZFNLOMSOLWIDK
SAFROLE,C=CCC1=CC2=C(C=C1)OCO2,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,ZMQAAUBTXCXRIC
SALICYLAMIDE,C1=CC=C(C(=C1)C(=O)N)O,SKZKKFZAGNVIMN-UHFFFAOYSA-N,SKZKKFZAGNVIMN
SALICYLIC ACID,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,YGSDEFSMJLZEOE
SAQUINAVIR,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,QWAXKHKRTORLEM-UGJKXSETSA-N,QWAXKHKRTORLEM
SCH-351591,COC1=C2C(=C(C=C1)C(=O)N=C3C(=CN(C=C3Cl)O)Cl)C=CC(=N2)C(F)(F)F,NPGREARFJMFTDF-UHFFFAOYSA-N,NPGREARFJMFTDF
SECOBARBITAL,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,KQPKPCNLIDLUMF-UHFFFAOYSA-N,KQPKPCNLIDLUMF
SERTRALINE,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,VGKDLMBJGBXTGI-SJCJKPOMSA-N,VGKDLMBJGBXTGI
SIBUTRAMINE,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,UNAANXDKBXWMLN-UHFFFAOYSA-N,UNAANXDKBXWMLN
SILDENAFIL,CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,BNRNXUUZRGQAQC-UHFFFAOYSA-N,BNRNXUUZRGQAQC
SIMVASTATIN,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,RYMZZMVNJRMUDD-HGQWONQESA-N,RYMZZMVNJRMUDD
SISOMICIN,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O,URWAJWIAIPFPJE-YFMIWBNJSA-N,URWAJWIAIPFPJE
SODIUM ARSENITE,[O-][As]=O.[Na+],XHTRYVMKFMUJLU-UHFFFAOYSA-N,XHTRYVMKFMUJLU
SODIUM NITROPRUSSIDE,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.N#[O+].[Na+].[Na+].[Fe+2],KEJOCWOXCDWNID-UHFFFAOYSA-N,KEJOCWOXCDWNID
SODIUM ORTHOVANADATE,[O-][V](=O)([O-])[O-].[Na+].[Na+].[Na+],HUPKXGGEAYDGKT-UHFFFAOYSA-N,HUPKXGGEAYDGKT
SODIUM SELENATE,[O-][Se](=O)(=O)[O-].[Na+].[Na+],QYHFIVBSNOWOCQ-UHFFFAOYSA-N,QYHFIVBSNOWOCQ
SODIUM SELENITE,[O-][Se](=O)[O-].[Na+].[Na+],MCAHWIHFGHIESP-UHFFFAOYSA-N,MCAHWIHFGHIESP
SOTALOL,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,ZBMZVLHSJCTVON-UHFFFAOYSA-N,ZBMZVLHSJCTVON
SPARFLOXACIN,C[C@@H]1CN(C[C@@H](N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,DZZWHBIBMUVIIW-DTORHVGOSA-N,DZZWHBIBMUVIIW
SPARTEINE,C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4,SLRCCWJSBJZJBV-ZQDZILKHSA-N,SLRCCWJSBJZJBV
SPIRONOLACTONE,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,LXMSZDCAJNLERA-ZHYRCANASA-N,LXMSZDCAJNLERA
STANNOUS FLUORIDE,F[Sn]F,IUTCEZPPWBHGIX-UHFFFAOYSA-N,IUTCEZPPWBHGIX
STANOZOLOL,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(CC5=C(C4)NN=C5)C,LKAJKIOFIWVMDJ-IYRCEVNGSA-N,LKAJKIOFIWVMDJ
STAVUDINE,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,XNKLLVCARDGLGL-JGVFFNPUSA-N,XNKLLVCARDGLGL
STREPTOMYCIN,C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O,UCSJYZPVAKXKNQ-HZYVHMACSA-N,UCSJYZPVAKXKNQ
STREPTOZOTOCIN,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,ZSJLQEPLLKMAKR
SULBACTAM,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,FKENQMMABCRJMK-RITPCOANSA-N,FKENQMMABCRJMK
SULCONAZOLE,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,AFNXATANNDIXLG-UHFFFAOYSA-N,AFNXATANNDIXLG
SULFADIAZINE,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,SEEPANYCNGTZFQ-UHFFFAOYSA-N,SEEPANYCNGTZFQ
SULFADIMETHOXINE,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,ZZORFUFYDOWNEF-UHFFFAOYSA-N,ZZORFUFYDOWNEF
SULFADOXINE,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,PJSFRIWCGOHTNF-UHFFFAOYSA-N,PJSFRIWCGOHTNF
SULFAMETHOXAZOLE,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,JLKIGFTWXXRPMT-UHFFFAOYSA-N,JLKIGFTWXXRPMT
SULFANILAMIDE,C1=CC(=CC=C1N)S(=O)(=O)N,FDDDEECHVMSUSB-UHFFFAOYSA-N,FDDDEECHVMSUSB
SULFAPHENAZOLE,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,QWCJHSGMANYXCW-UHFFFAOYSA-N,QWCJHSGMANYXCW
SULFATHIAZOLE,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,JNMRHUJNCSQMMB-UHFFFAOYSA-N,JNMRHUJNCSQMMB
SULFINPYRAZONE,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,MBGGBVCUIVRRBF-UHFFFAOYSA-N,MBGGBVCUIVRRBF
SULFISOXAZOLE,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,NHUHCSRWZMLRLA-UHFFFAOYSA-N,NHUHCSRWZMLRLA
SULINDAC,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,MLKXDPUZXIRXEP-MFOYZWKCSA-N,MLKXDPUZXIRXEP
SULPIRIDE,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,BGRJTUBHPOOWDU
SUMATRIPTAN,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,KQKPFRSPSRPDEB-UHFFFAOYSA-N,KQKPFRSPSRPDEB
SUXAMETHONIUM CHLORIDE,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],AXOIZCJOOAYSMI-UHFFFAOYSA-N,AXOIZCJOOAYSMI
TACRINE,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,YLJREFDVOIBQDA-UHFFFAOYSA-N,YLJREFDVOIBQDA
TACROLIMUS,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N,QJJXYPPXXYFBGM
TAMOXIFEN,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,NKANXQFJJICGDU-QPLCGJKRSA-N,NKANXQFJJICGDU
TAZOBACTAM,C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,LPQZKKCYTLCDGQ-WEDXCCLWSA-N,LPQZKKCYTLCDGQ
TEGAFUR,C1CC(OC1)N2C=C(C(=O)NC2=O)F,WFWLQNSHRPWKFK-UHFFFAOYSA-N,WFWLQNSHRPWKFK
TEICOPLANIN,CCCCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=C(C(=CC(=C7)O)OC8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C9=C(C=CC(=C9)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)[C@H](C(=O)N[C@H](CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O,BJNLLBUOHPVGFT-CAYRISATSA-N,BJNLLBUOHPVGFT
TEMAFLOXACIN,CC1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=C(C=C(C=C4)F)F)F,QKDHBVNJCZBTMR-UHFFFAOYSA-N,QKDHBVNJCZBTMR
TENIDAP,C1=CSC(=C1)C(=O)C2=C(N(C3=C2C=C(C=C3)Cl)C(=O)N)O,IZSFDUMVCVVWKW-UHFFFAOYSA-N,IZSFDUMVCVVWKW
TERAZOSIN,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,VCKUSRYTPJJLNI-UHFFFAOYSA-N,VCKUSRYTPJJLNI
TERBINAFINE,CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,DOMXUEMWDBAQBQ
TERBUTALINE,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,XWTYSIMOBUGWOL-UHFFFAOYSA-N,XWTYSIMOBUGWOL
TERFENADINE,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,GUGOEEXESWIERI-UHFFFAOYSA-N,GUGOEEXESWIERI
TESTOSTERONE,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,MUMGGOZAMZWBJJ
TETRACAINE,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,GKCBAIGFKIBETG-UHFFFAOYSA-N,GKCBAIGFKIBETG
TETRACYCLINE,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,NWXMGUDVXFXRIG-WESIUVDSSA-N,NWXMGUDVXFXRIG
THALIDOMIDE,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,UEJJHQNACJXSKW-UHFFFAOYSA-N,UEJJHQNACJXSKW
THEOPHYLLINE,CN1C2=C(C(=O)N(C1=O)C)NC=N2,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,ZFXYFBGIUFBOJW
THIABENDAZOLE,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,WJCNZQLZVWNLKY-UHFFFAOYSA-N,WJCNZQLZVWNLKY
THIAMPHENICOL,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O,OTVAEFIXJLOWRX-NXEZZACHSA-N,OTVAEFIXJLOWRX
THIMEROSAL,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],HXQVQGWHFRNKMS-UHFFFAOYSA-M,HXQVQGWHFRNKMS
THIOACETAMIDE,CC(=S)N,YUKQRDCYNOVPGJ-UHFFFAOYSA-N,YUKQRDCYNOVPGJ
THIOGUANINE,C1=NC2=C(N1)C(=S)N=C(N2)N,WYWHKKSPHMUBEB-UHFFFAOYSA-N,WYWHKKSPHMUBEB
THIORIDAZINE,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,KLBQZWRITKRQQV-UHFFFAOYSA-N,KLBQZWRITKRQQV
TIAPRIDE,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC,JTVPZMFULRWINT-UHFFFAOYSA-N,JTVPZMFULRWINT
TICLOPIDINE,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,PHWBOXQYWZNQIN-UHFFFAOYSA-N,PHWBOXQYWZNQIN
TICRYNAFEN,C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,AGHANLSBXUWXTB-UHFFFAOYSA-N,AGHANLSBXUWXTB
TIMOLOL,CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O,BLJRIMJGRPQVNF-JTQLQIEISA-N,BLJRIMJGRPQVNF
TINIDAZOLE,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,HJLSLZFTEKNLFI-UHFFFAOYSA-N,HJLSLZFTEKNLFI
"TNF-ALPHA, RAT",,,
TOBRAMYCIN,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,NLVFBUXFDBBNBW
TOCAINIDE,CC1=C(C(=CC=C1)C)NC(=O)C(C)N,BUJAGSGYPOAWEI-UHFFFAOYSA-N,BUJAGSGYPOAWEI
TOLAZAMIDE,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,OUDSBRTVNLOZBN-UHFFFAOYSA-N,OUDSBRTVNLOZBN
TORSEMIDE,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,NGBFQHCMQULJNZ-UHFFFAOYSA-N,NGBFQHCMQULJNZ
TOSUFLOXACIN,C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F,WUWFMDMBOJLQIV-UHFFFAOYSA-N,WUWFMDMBOJLQIV
TRAMADOL,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,TVYLLZQTGLZFBW
TRANEXAMIC ACID,C1CC(CCC1CN)C(=O)O,GYDJEQRTZSCIOI-UHFFFAOYSA-N,GYDJEQRTZSCIOI
TRANILAST,COC1=C(C=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O)OC,NZHGWWWHIYHZNX-CSKARUKUSA-N,NZHGWWWHIYHZNX
TRANS-PLATINUM(II)DIAMMINE DICHLORIDE,N.N.Cl[Pt]Cl,QGZKDVFQNNGYKY-UHFFFAOYSA-N,QGZKDVFQNNGYKY
TRETINOIN,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,SHGAZHPCJJPHSC-YCNIQYBTSA-N,SHGAZHPCJJPHSC
TRIACETIN,CC(=O)OCC(COC(=O)C)OC(=O)C,URAYPUMNDPQOKB-UHFFFAOYSA-N,URAYPUMNDPQOKB
TRIAMTERENE,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,FNYLWPVRPXGIIP-UHFFFAOYSA-N,FNYLWPVRPXGIIP
TRICHLOROACETIC ACID,C(=O)(C(Cl)(Cl)Cl)O,YNJBWRMUSHSURL-UHFFFAOYSA-N,YNJBWRMUSHSURL
TRICHLOROETHANE,CC(Cl)(Cl)Cl,UOCLXMDMGBRAIB-UHFFFAOYSA-N,UOCLXMDMGBRAIB
TRICHLOROETHYLENE,C(=C(Cl)Cl)Cl,XSTXAVWGXDQKEL-UHFFFAOYSA-N,XSTXAVWGXDQKEL
TRIHEXYPHENIDYL,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,HWHLPVGTWGOCJO-UHFFFAOYSA-N,HWHLPVGTWGOCJO
TRIMETHADIONE,CC1(C(=O)N(C(=O)O1)C)C,IRYJRGCIQBGHIV-UHFFFAOYSA-N,IRYJRGCIQBGHIV
TROGLITAZONE,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,GXPHKUHSUJUWKP-UHFFFAOYSA-N,GXPHKUHSUJUWKP
TROPISETRON,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,ZNRGQMMCGHDTEI-FUNVUKJBSA-N,ZNRGQMMCGHDTEI
TROVAFLOXACIN,C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,WVPSKSLAZQPAKQ-SOSAQKQKSA-N,WVPSKSLAZQPAKQ
TROXIPIDE,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,YSIITVVESCNIPR-UHFFFAOYSA-N,YSIITVVESCNIPR
UBENIMEX,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](CC1=CC=CC=C1)N)O,VGGGPCQERPFHOB-RDBSUJKOSA-N,VGGGPCQERPFHOB
URETHANE,CCOC(=O)N,JOYRKODLDBILNP-UHFFFAOYSA-N,JOYRKODLDBILNP
VALACYCLOVIR,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1N=C(NC2=O)N)N,HDOVUKNUBWVHOX-QMMMGPOBSA-N,HDOVUKNUBWVHOX
VALDECOXIB,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,LNPDTQAFDNKSHK-UHFFFAOYSA-N,LNPDTQAFDNKSHK
VALPROIC ACID,CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,NIJJYAXOARWZEE
VALSARTAN,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,ACWBQPMHZXGDFX-QFIPXVFZSA-N,ACWBQPMHZXGDFX
VANCOMYCIN,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,MYPYJXKWCTUITO-LYRMYLQWSA-N,MYPYJXKWCTUITO
VECURONIUM BROMIDE,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CCCCC4)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-],BGSZAXLLHYERSY-XQIGCQGXSA-N,BGSZAXLLHYERSY
VENLAFAXINE,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,PNVNVHUZROJLTJ-UHFFFAOYSA-N,PNVNVHUZROJLTJ
VERAPAMIL,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,SGTNSNPWRIOYBX
VINBLASTINE,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,JXLYSJRDGCGARV-CFWMRBGOSA-N,JXLYSJRDGCGARV
VINCRISTINE,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,OGWKCGZFUXNPDA-XQKSVPLYSA-N,OGWKCGZFUXNPDA
VINORELBINE,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,GBABOYUKABKIAF-IELIFDKJSA-N,GBABOYUKABKIAF
WARFARIN,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,PJVWKTKQMONHTI-UHFFFAOYSA-N,PJVWKTKQMONHTI
ZALEPLON,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,HUNXMJYCHXQEGX-UHFFFAOYSA-N,HUNXMJYCHXQEGX
ZIDOVUDINE,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],HBOMLICNUCNMMY-XLPZGREQSA-N,HBOMLICNUCNMMY
ZILEUTON,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,MWLSOWXNZPKENC-UHFFFAOYSA-N,MWLSOWXNZPKENC
ZIRCONIUM(IV) CHLORIDE,,,
ZOMEPIRAC,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl,ZXVNMYWKKDOREA-UHFFFAOYSA-N,ZXVNMYWKKDOREA
ZOPICLONE,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,GBBSUAFBMRNDJC-UHFFFAOYSA-N,GBBSUAFBMRNDJC
