sample,title,compound,dose,time,vehicle,tissue,is_control,connectivity,in_cohort,in_labelled,dataset
GSM1392310,R050419-078_MLN-518_70 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94268.CEL,MLN-518,70 mg/kg,1 d,Water,Liver,False,UXXQOJXBIDBUAC,True,True,drugmatrix_liver
GSM1392311,S021021-008_ORAL GAVAGE_WATER_1 d_Male_94269.CEL,,0 mg/kg,1 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1392312,S021021-035_IMATINIB_15 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94270.CEL,Imatinib,15 mg/kg,5 d,Water,Liver,False,KTUFNOKKBVMGRW,True,True,drugmatrix_liver
GSM1392313,R050419-047_ERLOTINIB_116 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94271.CEL,Erlotinib,116 mg/kg,5 d,Water,Liver,False,AAKJLRGGTJKAMG,True,True,drugmatrix_liver
GSM1392314,S021021-031_IMATINIB_15 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94272.CEL,Imatinib,15 mg/kg,3 d,Water,Liver,False,KTUFNOKKBVMGRW,True,True,drugmatrix_liver
GSM1392315,R050419-091_MLN-518_212 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94273.CEL,MLN-518,212 mg/kg,3 d,Water,Liver,False,UXXQOJXBIDBUAC,True,True,drugmatrix_liver
GSM1392316,R050419-012_ORAL GAVAGE_WATER_1 d_Male_94274.CEL,,0 mg/kg,1 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1392317,R050419-054_GEFITINIB_58 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94275.CEL,Gefitinib,58 mg/kg,1 d,Water,Liver,False,XGALLCVXEZPNRQ,True,True,drugmatrix_liver
GSM1392318,R050419-095_MLN-518_212 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94276.CEL,MLN-518,212 mg/kg,5 d,Water,Liver,False,UXXQOJXBIDBUAC,True,True,drugmatrix_liver
GSM1392319,R050419-031_ERLOTINIB_58 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94277.CEL,Erlotinib,58 mg/kg,3 d,Water,Liver,False,AAKJLRGGTJKAMG,True,True,drugmatrix_liver
GSM1392320,S021021-047_IMATINIB_150 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94278.CEL,Imatinib,150 mg/kg,5 d,Water,Liver,False,KTUFNOKKBVMGRW,True,True,drugmatrix_liver
GSM1392321,S021021-042_IMATINIB_150 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94279.CEL,Imatinib,150 mg/kg,1 d,Water,Liver,False,KTUFNOKKBVMGRW,True,True,drugmatrix_liver
GSM1392322,R050419-083_MLN-518_70 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94280.CEL,MLN-518,70 mg/kg,5 d,Water,Liver,False,UXXQOJXBIDBUAC,True,True,drugmatrix_liver
GSM1392323,S021021-043_IMATINIB_150 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94281.CEL,Imatinib,150 mg/kg,3 d,Water,Liver,False,KTUFNOKKBVMGRW,True,True,drugmatrix_liver
GSM1392324,R050419-044_ERLOTINIB_116 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94282.CEL,Erlotinib,116 mg/kg,3 d,Water,Liver,False,AAKJLRGGTJKAMG,True,True,drugmatrix_liver
GSM1392325,S021021-020_ORAL GAVAGE_WATER_5 d_Male_94283.CEL,,0 mg/kg,5 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1392326,R050419-032_ERLOTINIB_58 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94284.CEL,Erlotinib,58 mg/kg,3 d,Water,Liver,False,AAKJLRGGTJKAMG,True,True,drugmatrix_liver
GSM1392327,R050419-024_ORAL GAVAGE_WATER_5 d_Male_94285.CEL,,0 mg/kg,5 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1392328,R050419-015_ORAL GAVAGE_WATER_3 d_Male_94286.CEL,,0 mg/kg,3 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1392329,S021021-032_IMATINIB_15 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94287.CEL,Imatinib,15 mg/kg,3 d,Water,Liver,False,KTUFNOKKBVMGRW,True,True,drugmatrix_liver
GSM1392330,R050419-076_MLN-518_70 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94288.CEL,MLN-518,70 mg/kg,1 d,Water,Liver,False,UXXQOJXBIDBUAC,True,True,drugmatrix_liver
GSM1392331,R050419-072_GEFITINIB_116 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94289.CEL,Gefitinib,116 mg/kg,5 d,Water,Liver,False,XGALLCVXEZPNRQ,True,True,drugmatrix_liver
GSM1392332,S021021-028_IMATINIB_15 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94290.CEL,Imatinib,15 mg/kg,1 d,Water,Liver,False,KTUFNOKKBVMGRW,True,True,drugmatrix_liver
GSM1392333,S021021-040_IMATINIB_150 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94291.CEL,Imatinib,150 mg/kg,1 d,Water,Liver,False,KTUFNOKKBVMGRW,True,True,drugmatrix_liver
GSM1392334,R050419-028_ERLOTINIB_58 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94292.CEL,Erlotinib,58 mg/kg,1 d,Water,Liver,False,AAKJLRGGTJKAMG,True,True,drugmatrix_liver
GSM1392335,S021021-036_IMATINIB_15 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94293.CEL,Imatinib,15 mg/kg,5 d,Water,Liver,False,KTUFNOKKBVMGRW,True,True,drugmatrix_liver
GSM1392336,R050419-084_MLN-518_70 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94294.CEL,MLN-518,70 mg/kg,5 d,Water,Liver,False,UXXQOJXBIDBUAC,True,True,drugmatrix_liver
GSM1392337,R050419-040_ERLOTINIB_116 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94295.CEL,Erlotinib,116 mg/kg,1 d,Water,Liver,False,AAKJLRGGTJKAMG,True,True,drugmatrix_liver
GSM1392338,R050419-080_MLN-518_70 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94296.CEL,MLN-518,70 mg/kg,3 d,Water,Liver,False,UXXQOJXBIDBUAC,True,True,drugmatrix_liver
GSM1392339,R050419-036_ERLOTINIB_58 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94297.CEL,Erlotinib,58 mg/kg,5 d,Water,Liver,False,AAKJLRGGTJKAMG,True,True,drugmatrix_liver
GSM1392340,R050419-068_GEFITINIB_116 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94298.CEL,Gefitinib,116 mg/kg,3 d,Water,Liver,False,XGALLCVXEZPNRQ,True,True,drugmatrix_liver
GSM1392341,R050419-096_MLN-518_212 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94299.CEL,MLN-518,212 mg/kg,5 d,Water,Liver,False,UXXQOJXBIDBUAC,True,True,drugmatrix_liver
GSM1392342,R050419-092_MLN-518_212 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94300.CEL,MLN-518,212 mg/kg,3 d,Water,Liver,False,UXXQOJXBIDBUAC,True,True,drugmatrix_liver
GSM1392343,R050419-048_ERLOTINIB_116 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94301.CEL,Erlotinib,116 mg/kg,5 d,Water,Liver,False,AAKJLRGGTJKAMG,True,True,drugmatrix_liver
GSM1392344,S021021-044_IMATINIB_150 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94302.CEL,Imatinib,150 mg/kg,3 d,Water,Liver,False,KTUFNOKKBVMGRW,True,True,drugmatrix_liver
GSM1392345,R050419-056_GEFITINIB_58 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94303.CEL,Gefitinib,58 mg/kg,3 d,Water,Liver,False,XGALLCVXEZPNRQ,True,True,drugmatrix_liver
GSM1392346,S021021-048_IMATINIB_150 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94304.CEL,Imatinib,150 mg/kg,5 d,Water,Liver,False,KTUFNOKKBVMGRW,True,True,drugmatrix_liver
GSM1392347,R050419-064_GEFITINIB_116 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94307.CEL,Gefitinib,116 mg/kg,1 d,Water,Liver,False,XGALLCVXEZPNRQ,True,True,drugmatrix_liver
GSM1392348,S020610-112_CLOSANTEL_22 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94312.CEL,Closantel,22 mg/kg,1 d,CMC,Liver,False,JMPFSEBWVLAJKM,True,True,drugmatrix_liver
GSM1392349,S020520-184_SPIRONOLACTONE_300 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94315.CEL,Spironolactone,300 mg/kg,1 d,CMC,Liver,False,LXMSZDCAJNLERA,True,True,drugmatrix_liver
GSM1392350,S020408-111_CYPROTERONE ACETATE_2500 mg/kg_ORAL GAVAGE_CMC_.25 d_Male_94316.CEL,Cyproterone Acetate,2500 mg/kg,0.25 d,CMC,Liver,False,UWFYSQMTEOIJJG,True,True,drugmatrix_liver
GSM1392351,S020520-282_CARBIMAZOLE_400 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94317.CEL,Carbimazole,400 mg/kg,1 d,Water,Liver,False,CFOYWRHIYXMDOT,True,True,drugmatrix_liver
GSM1392352,S020408-119_CYPROTERONE ACETATE_2500 mg/kg_ORAL GAVAGE_CMC_5 d_Male_94318.CEL,Cyproterone Acetate,2500 mg/kg,5 d,CMC,Liver,False,UWFYSQMTEOIJJG,True,True,drugmatrix_liver
GSM1392353,S021007-309_RABEPRAZOLE_1024 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94319.CEL,Rabeprazole,1024 mg/kg,3 d,Water,Liver,False,YREYEVIYCVEVJK,True,True,drugmatrix_liver
GSM1392354,S020520-186_SPIRONOLACTONE_300 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94320.CEL,Spironolactone,300 mg/kg,1 d,CMC,Liver,False,LXMSZDCAJNLERA,True,True,drugmatrix_liver
GSM1392355,S020610-161_PEMOLINE_70 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94321.CEL,Pemoline,70 mg/kg,1 d,CMC,Liver,False,NRNCYVBFPDDJNE,True,True,drugmatrix_liver
GSM1392356,S020408-089_CLONAZEPAM_2500 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94322.CEL,Clonazepam,2500 mg/kg,1 d,CMC,Liver,False,DGBIGWXXNGSACT,True,False,drugmatrix_liver
GSM1392357,S021021-210_MEGESTROL ACETATE_132 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94325.CEL,Megestrol Acetate,132 mg/kg,1 d,CMC,Liver,False,RQZAXGRLVPAYTJ,True,True,drugmatrix_liver
GSM1392358,S020624-115_ANASTROZOLE_400 mg/kg_ORAL GAVAGE_CMC_3 d_Male_94326.CEL,Anastrozole,400 mg/kg,3 d,CMC,Liver,False,YBBLVLTVTVSKRW,True,True,drugmatrix_liver
GSM1392359,S020624-120_ANASTROZOLE_400 mg/kg_ORAL GAVAGE_CMC_5 d_Male_94327.CEL,Anastrozole,400 mg/kg,5 d,CMC,Liver,False,YBBLVLTVTVSKRW,True,True,drugmatrix_liver
GSM1392360,S021028-045_CLOMIPHENE_250 mg/kg_ORAL GAVAGE_CMC_3 d_Male_94328.CEL,Clomiphene,250 mg/kg,3 d,CMC,Liver,False,GKIRPKYJQBWNGO,True,True,drugmatrix_liver
GSM1392361,S020408-093_CLONAZEPAM_2500 mg/kg_ORAL GAVAGE_CMC_3 d_Male_94329.CEL,Clonazepam,2500 mg/kg,3 d,CMC,Liver,False,DGBIGWXXNGSACT,True,False,drugmatrix_liver
GSM1392362,S020401-256_OXYMETAZOLINE_0.5 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94330.CEL,Oxymetazoline,0.5 mg/kg,1 d,Water,Liver,False,WYWIFABBXFUGLM,True,True,drugmatrix_liver
GSM1392363,S020408-110_CYPROTERONE ACETATE_2500 mg/kg_ORAL GAVAGE_CMC_.25 d_Male_94333.CEL,Cyproterone Acetate,2500 mg/kg,0.25 d,CMC,Liver,False,UWFYSQMTEOIJJG,True,True,drugmatrix_liver
GSM1392364,S020617-113_DIAZEPAM_710 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94334.CEL,Diazepam,710 mg/kg,1 d,CMC,Liver,False,AAOVKJBEBIDNHE,True,True,drugmatrix_liver
GSM1392365,S020422-118_ESTRIOL_313 mg/kg_ORAL GAVAGE_CMC_5 d_Male_94335.CEL,Estriol,313 mg/kg,5 d,CMC,Liver,False,PROQIPRRNZUXQM,True,True,drugmatrix_liver
GSM1392366,S020513-257_OXFENDAZOLE_1500 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94337.CEL,Oxfendazole,1500 mg/kg,1 d,CMC,Liver,False,BEZZFPOZAYTVHN,True,True,drugmatrix_liver
GSM1392367,S020422-300_ORAL GAVAGE_WATER_1 d_Male_94338.CEL,,0 mg/kg,1 d,Water,Liver,True,,False,False,drugmatrix_liver
GSM1392368,S020513-089_PREDNISOLONE_184 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94339.CEL,Prednisolone,184 mg/kg,1 d,Water,Liver,False,OIGNJSKKLXVSLS,True,True,drugmatrix_liver
GSM1392369,S020520-141_NITRAZEPAM_310 mg/kg_ORAL GAVAGE_CMC_3 d_Male_94341.CEL,Nitrazepam,310 mg/kg,3 d,CMC,Liver,False,KJONHKAYOJNZEC,True,True,drugmatrix_liver
GSM1392370,S020422-333_SOTALOL_2000 mg/kg_ORAL GAVAGE_WATER_3 d_Male_94342.CEL,Sotalol,2000 mg/kg,3 d,Water,Liver,False,ZBMZVLHSJCTVON,True,True,drugmatrix_liver
GSM1392371,S020422-116_ESTRIOL_313 mg/kg_ORAL GAVAGE_CMC_3 d_Male_94343.CEL,Estriol,313 mg/kg,3 d,CMC,Liver,False,PROQIPRRNZUXQM,True,True,drugmatrix_liver
GSM1392372,S020422-330_SOTALOL_2000 mg/kg_ORAL GAVAGE_WATER_1 d_Male_94344.CEL,Sotalol,2000 mg/kg,1 d,Water,Liver,False,ZBMZVLHSJCTVON,True,True,drugmatrix_liver
GSM1392373,S020408-085_CLONAZEPAM_2500 mg/kg_ORAL GAVAGE_CMC_.25 d_Male_94345.CEL,Clonazepam,2500 mg/kg,0.25 d,CMC,Liver,False,DGBIGWXXNGSACT,True,False,drugmatrix_liver
GSM1392374,S021007-233_TROPISETRON_100 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94346.CEL,Tropisetron,100 mg/kg,1 d,CMC,Liver,False,ZNRGQMMCGHDTEI,True,True,drugmatrix_liver
GSM1392375,S020429-264_17-METHYLTESTOSTERONE_2000 mg/kg_ORAL GAVAGE_CMC_5 d_Male_94347.CEL,17-Methyltestosterone,2000 mg/kg,5 d,CMC,Liver,False,GCKMFJBGXUYNAG,True,True,drugmatrix_liver
GSM1392376,S020513-115_AMINOGLUTETHIMIDE_350 mg/kg_ORAL GAVAGE_CMC_3 d_Male_94348.CEL,Aminoglutethimide,350 mg/kg,3 d,CMC,Liver,False,ROBVIMPUHSLWNV,True,True,drugmatrix_liver
GSM1392377,S020617-172_MESTRANOL_250 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94349.CEL,Mestranol,250 mg/kg,1 d,CMC,Liver,False,IMSSROKUHAOUJS,True,True,drugmatrix_liver
GSM1392378,S020408-090_CLONAZEPAM_2500 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94350.CEL,Clonazepam,2500 mg/kg,1 d,CMC,Liver,False,DGBIGWXXNGSACT,True,False,drugmatrix_liver
GSM1392379,S011127-129_CLOTRIMAZOLE_89 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94351.CEL,Clotrimazole,89 mg/kg,3 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392380,S011030-130_NORETHINDRONE_.08 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94352.CEL,Norethindrone,0.08 mg/kg,5 d,Corn Oil,Liver,False,VIKNJXKGJWUCNN,True,True,drugmatrix_liver
GSM1392381,S011113-055_PROGESTERONE_11.3 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94353.CEL,Progesterone,11.3 mg/kg,3 d,Corn Oil,Liver,False,RJKFOVLPORLFTN,True,True,drugmatrix_liver
GSM1392382,S011113-068_PROGESTERONE_164 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94354.CEL,Progesterone,164 mg/kg,3 d,Corn Oil,Liver,False,RJKFOVLPORLFTN,True,True,drugmatrix_liver
GSM1392383,S011127-060_BITHIONOL_59 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94355.CEL,Bithionol,59 mg/kg,5 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1392384,S011127-096_FLUVASTATIN_94 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94356.CEL,Fluvastatin,94 mg/kg,5 d,Corn Oil,Liver,False,FJLGEFLZQAZZCD,True,True,drugmatrix_liver
GSM1392385,S011009-022_LOVASTATIN_450 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94357.CEL,Lovastatin,450 mg/kg,5 d,Corn Oil,Liver,False,PCZOHLXUXFIOCF,True,True,drugmatrix_liver
GSM1392386,S011211-064_DIGOXIN_11 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94358.CEL,Digoxin,11 mg/kg,1 d,Corn Oil,Liver,False,LTMHDMANZUZIPE,True,True,drugmatrix_liver
GSM1392387,S011030-143_NORETHINDRONE_375 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94359.CEL,Norethindrone,375 mg/kg,5 d,Corn Oil,Liver,False,VIKNJXKGJWUCNN,True,True,drugmatrix_liver
GSM1392388,S011106-163_ROFECOXIB_775 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94360.CEL,Rofecoxib,775 mg/kg,3 d,Corn Oil,Liver,False,RZJQGNCSTQAWON,True,True,drugmatrix_liver
GSM1392389,S011016-201_NIMESULIDE_162 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94361.CEL,Nimesulide,162 mg/kg,3 d,Corn Oil,Liver,False,HYWYRSMBCFDLJT,True,True,drugmatrix_liver
GSM1392390,S011127-131_CLOTRIMAZOLE_89 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94362.CEL,Clotrimazole,89 mg/kg,5 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392391,S011002-222_GEMFIBROZIL_700 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94363.CEL,Gemfibrozil,700 mg/kg,1 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1392392,S011127-125_CLOTRIMAZOLE_89 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94364.CEL,Clotrimazole,89 mg/kg,1 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392393,S011127-155_KETOCONAZOLE_114 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94365.CEL,Ketoconazole,114 mg/kg,5 d,Corn Oil,Liver,False,XMAYWYJOQHXEEK,True,True,drugmatrix_liver
GSM1392394,S011023-148_METHOTREXATE_.3 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94366.CEL,Methotrexate,0.3 mg/kg,1 d,Corn Oil,Liver,False,FBOZXECLQNJBKD,True,True,drugmatrix_liver
GSM1392395,S011030-238_RALOXIFENE_650 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94367.CEL,Raloxifene,650 mg/kg,5 d,Corn Oil,Liver,False,GZUITABIAKMVPG,True,True,drugmatrix_liver
GSM1392396,S011211-120_MELOXICAM_33 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94368.CEL,Meloxicam,33 mg/kg,5 d,Corn Oil,Liver,False,ZRVUJXDFFKFLMG,True,True,drugmatrix_liver
GSM1392397,S011023-077_ETHINYLESTRADIOL_10 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94369.CEL,Ethinylestradiol,10 mg/kg,1 d,Corn Oil,Liver,False,BFPYWIDHMRZLRN,True,True,drugmatrix_liver
GSM1392398,S011211-139_TAMOXIFEN_64 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94370.CEL,Tamoxifen,64 mg/kg,3 d,Corn Oil,Liver,False,NKANXQFJJICGDU,True,True,drugmatrix_liver
GSM1392399,S011023-130_THIOGUANINE_12 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94371.CEL,Thioguanine,12 mg/kg,5 d,Corn Oil,Liver,False,WYWHKKSPHMUBEB,True,True,drugmatrix_liver
GSM1392400,S011106-042_FLUPHENAZINE_22 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94372.CEL,Fluphenazine,22 mg/kg,1 d,Corn Oil,Liver,False,PLDUPXSUYLZYBN,True,True,drugmatrix_liver
GSM1392401,S011204-045_ALTRETAMINE_40 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94373.CEL,Altretamine,40 mg/kg,3 d,Corn Oil,Liver,False,UUVWYPNAQBNQJQ,True,True,drugmatrix_liver
GSM1392402,S011023-057_ENOXACIN_100 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94374.CEL,Enoxacin,100 mg/kg,3 d,Corn Oil,Liver,False,IDYZIJYBMGIQMJ,True,True,drugmatrix_liver
GSM1392403,S011023-064_ENOXACIN_750 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94375.CEL,Enoxacin,750 mg/kg,1 d,Corn Oil,Liver,False,IDYZIJYBMGIQMJ,True,True,drugmatrix_liver
GSM1392404,S021028-044_CLOMIPHENE_250 mg/kg_ORAL GAVAGE_CMC_3 d_Male_94376.CEL,Clomiphene,250 mg/kg,3 d,CMC,Liver,False,GKIRPKYJQBWNGO,True,True,drugmatrix_liver
GSM1392405,S020610-118_CLOSANTEL_22 mg/kg_ORAL GAVAGE_CMC_5 d_Male_94377.CEL,Closantel,22 mg/kg,5 d,CMC,Liver,False,JMPFSEBWVLAJKM,True,True,drugmatrix_liver
GSM1392406,S020610-117_CLOSANTEL_22 mg/kg_ORAL GAVAGE_CMC_3 d_Male_94378.CEL,Closantel,22 mg/kg,3 d,CMC,Liver,False,JMPFSEBWVLAJKM,True,True,drugmatrix_liver
GSM1392407,S020617-112_DIAZEPAM_710 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94379.CEL,Diazepam,710 mg/kg,1 d,CMC,Liver,False,AAOVKJBEBIDNHE,True,True,drugmatrix_liver
GSM1392408,S020422-114_ESTRIOL_313 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94380.CEL,Estriol,313 mg/kg,1 d,CMC,Liver,False,PROQIPRRNZUXQM,True,True,drugmatrix_liver
GSM1392409,S020506-118_OLANZAPINE_23 mg/kg_ORAL GAVAGE_CMC_5 d_Male_94381.CEL,Olanzapine,23 mg/kg,5 d,CMC,Liver,False,KVWDHTXUZHCGIO,True,True,drugmatrix_liver
GSM1392410,S020408-207_GLIPIZIDE_2500 mg/kg_ORAL GAVAGE_CMC_.25 d_Male_94383.CEL,Glipizide,2500 mg/kg,0.25 d,CMC,Liver,False,ZJJXGWJIGJFDTL,True,True,drugmatrix_liver
GSM1392411,S020408-120_CYPROTERONE ACETATE_2500 mg/kg_ORAL GAVAGE_CMC_5 d_Male_94385.CEL,Cyproterone Acetate,2500 mg/kg,5 d,CMC,Liver,False,UWFYSQMTEOIJJG,True,True,drugmatrix_liver
GSM1392412,S020401-254_OXYMETAZOLINE_0.5 mg/kg_ORAL GAVAGE_WATER_0.25 d_Male_94386.CEL,Oxymetazoline,0.5 mg/kg,0.25 d,Water,Liver,False,WYWIFABBXFUGLM,True,True,drugmatrix_liver
GSM1392413,S021021-186_FLUDROCORTISONE ACETATE_125 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94389.CEL,Fludrocortisone Acetate,125 mg/kg,1 d,CMC,Liver,False,SYWHXTATXSMDSB,True,False,drugmatrix_liver
GSM1392414,S021021-215_MEGESTROL ACETATE_132 mg/kg_ORAL GAVAGE_CMC_5 d_Male_94390.CEL,Megestrol Acetate,132 mg/kg,5 d,CMC,Liver,False,RQZAXGRLVPAYTJ,True,True,drugmatrix_liver
GSM1392415,S020617-358_OXYTETRACYCLINE_1500 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94391.CEL,Oxytetracycline,1500 mg/kg,5 d,Water,Liver,False,OWFJMIVZYSDULZ,True,False,drugmatrix_liver
GSM1392416,S020624-263_PANTOPRAZOLE_1100 mg/kg_ORAL GAVAGE_WATER_5 d_Male_94392.CEL,Pantoprazole,1100 mg/kg,5 d,Water,Liver,False,IQPSEEYGBUAQFF,True,True,drugmatrix_liver
GSM1392417,S020408-112_CYPROTERONE ACETATE_2500 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94393.CEL,Cyproterone Acetate,2500 mg/kg,1 d,CMC,Liver,False,UWFYSQMTEOIJJG,True,True,drugmatrix_liver
GSM1392418,S021007-160_PRIMIDONE_750 mg/kg_ORAL GAVAGE_CMC_1 d_Male_94394.CEL,Primidone,750 mg/kg,1 d,CMC,Liver,False,DQMZLTXERSFNPB,True,True,drugmatrix_liver
GSM1392419,S011106-198_PHENOTHIAZINE_36 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94395.CEL,Phenothiazine,36 mg/kg,1 d,Corn Oil,Liver,False,WJFKNYWRSNBZNX,True,True,drugmatrix_liver
GSM1392420,S011030-151_ATORVASTATIN_2.5 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94396.CEL,Atorvastatin,2.5 mg/kg,3 d,Corn Oil,Liver,False,XUKUURHRXDUEBC,True,True,drugmatrix_liver
GSM1392421,S011002-172_BEZAFIBRATE_617 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94397.CEL,Bezafibrate,617 mg/kg,1 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1392422,S011016-174_MICONAZOLE_920 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94398.CEL,Miconazole,920 mg/kg,1 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1392423,S011016-033_SULINDAC_132 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94399.CEL,Sulindac,132 mg/kg,3 d,Corn Oil,Liver,False,MLKXDPUZXIRXEP,True,True,drugmatrix_liver
GSM1392424,S011127-056_BITHIONOL_59 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94400.CEL,Bithionol,59 mg/kg,3 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1392425,S021104-014_ORAL GAVAGE_CMC_3 d_Male_94401.CEL,,0 mg/kg,3 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1392426,S020401-006_ORAL GAVAGE_SALINE_.25 d_Male_94402.CEL,,0 mg/kg,0.25 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1392427,S011016-137_ECONAZOLE_43 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94403.CEL,Econazole,43 mg/kg,1 d,Corn Oil,Liver,False,LEZWWPYKPKIXLL,True,True,drugmatrix_liver
GSM1392428,S011023-107_DEXAMETHASONE_1 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94404.CEL,Dexamethasone,1 mg/kg,5 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
