sample,title,compound,dose,time,vehicle,tissue,is_control,connectivity,in_cohort,in_labelled,dataset
GSM1393989,S011106-283_DOXORUBICIN_3 mg/kg_INTRAVENOUS_SALINE_3 d_Male_96631.CEL,Doxorubicin,3 mg/kg,3 d,Saline,Liver,False,AOJJSUZBOXZQNB,True,True,drugmatrix_liver
GSM1393990,S011002-060_CLOFIBRATE_130 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_96632.CEL,Clofibrate,130 mg/kg,7 d,Corn Oil,Liver,False,KNHUKKLJHYUCFP,True,True,drugmatrix_liver
GSM1393991,S011106-225_INTRAVENOUS_SALINE_1 d_Male_96633.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1393992,S011002-245_ALLYL ALCOHOL_16 mg/kg_INTRAPERITONEAL_SALINE_1 d_Male_96634.CEL,Allyl Alcohol,16 mg/kg,1 d,Saline,Liver,False,XXROGKLTLUQVRX,True,True,drugmatrix_liver
GSM1393993,S020617-120_DIAZEPAM_710 mg/kg_ORAL GAVAGE_CMC_5 d_Male_96636.CEL,Diazepam,710 mg/kg,5 d,CMC,Liver,False,AAOVKJBEBIDNHE,True,True,drugmatrix_liver
GSM1393994,S011127-123_CLOTRIMAZOLE_89 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_96638.CEL,Clotrimazole,89 mg/kg,0.25 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1393995,S020115-285_STANOZOLOL_150 mg/kg_ORAL GAVAGE_WATER_3 d_Male_96639.CEL,Stanozolol,150 mg/kg,3 d,Water,Liver,False,LKAJKIOFIWVMDJ,True,False,drugmatrix_liver
GSM1393996,S020708-376_CROTAMITON_750 mg/kg_SUBCUTANEOUS_CORN OIL_1 d_Male_96641.CEL,Crotamiton,750 mg/kg,1 d,Corn Oil,Liver,False,DNTGGZPQPQTDQF,True,True,drugmatrix_liver
GSM1393997,S020923-235_PRAMOXINE_526 mg/kg_SUBCUTANEOUS_CORN OIL_3 d_Male_96642.CEL,Pramoxine,526 mg/kg,3 d,Corn Oil,Liver,False,DQKXQSGTHWVTAD,True,True,drugmatrix_liver
GSM1393998,R030916-015_ORAL GAVAGE_CMC_3 d_Male_96643.CEL,,0 mg/kg,3 d,CMC,Liver,True,,False,False,drugmatrix_liver
GSM1393999,R020423-142_TOSUFLOXACIN_2000 mg/kg_ORAL GAVAGE_CMC_5 d_Male_96644.CEL,Tosufloxacin,2000 mg/kg,5 d,CMC,Liver,False,WUWFMDMBOJLQIV,True,True,drugmatrix_liver
GSM1394000,R030916-072_BETA-NAPHTHOFLAVONE_1500 mg/kg_ORAL GAVAGE_CMC_5 d_Male_96645.CEL,Beta-Naphthoflavone,1500 mg/kg,5 d,CMC,Liver,False,OUGIDAPQYNCXRA,True,True,drugmatrix_liver
GSM1394001,S030120-161_KETOROLAC_48 mg/kg_ORAL GAVAGE_WATER_1 d_Male_96646.CEL,Ketorolac,48 mg/kg,1 d,Water,Liver,False,OZWKMVRBQXNZKK,True,True,drugmatrix_liver
GSM1394002,S020122-224_SUBCUTANEOUS_CORN OIL_1 d_Male_96647.CEL,,0 mg/kg,1 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1394003,S011002-179_BEZAFIBRATE_617 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_96648.CEL,Bezafibrate,617 mg/kg,7 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1394004,S020122-221_SUBCUTANEOUS_CORN OIL_.25 d_Male_96649.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1394005,S011002-010_ORAL GAVAGE_CORN OIL_7 d_Male_96650.CEL,,0 mg/kg,7 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1394006,S020610-022_SUBCUTANEOUS_CORN OIL_5 d_Male_96651.CEL,,0 mg/kg,5 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1394007,S010924-028_ORAL GAVAGE_SALINE_1 d_Male_96652.CEL,,0 mg/kg,1 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1394008,S010924-084_CARBON TETRACHLORIDE_1175 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_96653.CEL,Carbon Tetrachloride,1175 mg/kg,7 d,Corn Oil,Liver,False,VZGDMQKNWNREIO,True,True,drugmatrix_liver
GSM1394009,S011002-100_FENOFIBRATE_100 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_96656.CEL,Fenofibrate,100 mg/kg,1 d,Corn Oil,Liver,False,YMTINGFKWWXKFG,True,True,drugmatrix_liver
GSM1394010,S011002-056_CLOFIBRATE_130 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96657.CEL,Clofibrate,130 mg/kg,3 d,Corn Oil,Liver,False,KNHUKKLJHYUCFP,True,True,drugmatrix_liver
GSM1394011,S011204-196_FENOFIBRATE_215 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_96659.CEL,Fenofibrate,215 mg/kg,1 d,Corn Oil,Liver,False,YMTINGFKWWXKFG,True,True,drugmatrix_liver
GSM1394012,S020708-380_CROTAMITON_750 mg/kg_SUBCUTANEOUS_CORN OIL_3 d_Male_96660.CEL,Crotamiton,750 mg/kg,3 d,Corn Oil,Liver,False,DNTGGZPQPQTDQF,True,True,drugmatrix_liver
GSM1394013,S020122-218_SUBCUTANEOUS_CORN OIL_.25 d_Male_96677.CEL,,0 mg/kg,0.25 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1394014,CVD040520-018_ALLYL ALCOHOL_16 mg/kg_INTRAPERITONEAL_SALINE_5 d_Male_96679.CEL,Allyl Alcohol,16 mg/kg,5 d,Saline,Liver,False,XXROGKLTLUQVRX,True,True,drugmatrix_liver
GSM1394015,S011106-261_CYTARABINE_487 mg/kg_INTRAVENOUS_SALINE_3 d_Male_96680.CEL,Cytarabine,487 mg/kg,3 d,Saline,Liver,False,UHDGCWIWMRVCDJ,True,True,drugmatrix_liver
GSM1394016,S011106-240_INTRAVENOUS_SALINE_5 d_Male_96681.CEL,,0 mg/kg,5 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1394017,S011002-106_FENOFIBRATE_100 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_96682.CEL,Fenofibrate,100 mg/kg,7 d,Corn Oil,Liver,False,YMTINGFKWWXKFG,True,True,drugmatrix_liver
GSM1394018,S011106-266_DOXORUBICIN_.65 mg/kg_INTRAVENOUS_SALINE_0.25 d_Male_96683.CEL,Doxorubicin,0.65 mg/kg,0.25 d,Saline,Liver,False,AOJJSUZBOXZQNB,True,True,drugmatrix_liver
GSM1394019,"I011106-074_N,N-DIMETHYLFORMAMIDE_140 mg/kg_ORAL GAVAGE_SALINE_.25 d_Male_96684.CEL","N,N-Dimethylformamide",140 mg/kg,0.25 d,Saline,Liver,False,ZMXDDKWLCZADIW,True,True,drugmatrix_liver
GSM1394020,S040311-092_NAFENOPIN_338 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_96685.CEL,Nafenopin,338 mg/kg,1 d,Corn Oil,Liver,False,XJGBDJOMWKAZJS,True,True,drugmatrix_liver
GSM1394021,I011106-001_ORAL GAVAGE_SALINE_.25 d_Male_96686.CEL,,0 mg/kg,0.25 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1394022,S030120-031_ALLYL ALCOHOL_32 mg/kg_INTRAPERITONEAL_SALINE_1 d_Male_96687.CEL,Allyl Alcohol,32 mg/kg,1 d,Saline,Liver,False,XXROGKLTLUQVRX,True,True,drugmatrix_liver
GSM1394023,"S010924-243_N,N-DIMETHYLFORMAMIDE_700 mg/kg_ORAL GAVAGE_SALINE_.25 d_Male_96688.CEL","N,N-Dimethylformamide",700 mg/kg,0.25 d,Saline,Liver,False,ZMXDDKWLCZADIW,True,True,drugmatrix_liver
GSM1394024,"S010924-268_N,N-DIMETHYLFORMAMIDE_2100 mg/kg_ORAL GAVAGE_SALINE_1 d_Male_96690.CEL","N,N-Dimethylformamide",2100 mg/kg,1 d,Saline,Liver,False,ZMXDDKWLCZADIW,True,True,drugmatrix_liver
GSM1394025,XXV040217-014_ASPIRIN_167 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_96691.CEL,Aspirin,167 mg/kg,1 d,Corn Oil,Liver,False,BSYNRYMUTXBXSQ,True,True,drugmatrix_liver
GSM1394026,XXV040217-017_ASPIRIN_167 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96692.CEL,Aspirin,167 mg/kg,3 d,Corn Oil,Liver,False,BSYNRYMUTXBXSQ,True,True,drugmatrix_liver
GSM1394027,S040311-009_ORAL GAVAGE_CORN OIL_1 d_Male_96693.CEL,,0 mg/kg,1 d,Corn Oil,Liver,True,,False,False,drugmatrix_liver
GSM1394028,S030120-036_ALLYL ALCOHOL_32 mg/kg_INTRAPERITONEAL_SALINE_3 d_Male_96694.CEL,Allyl Alcohol,32 mg/kg,3 d,Saline,Liver,False,XXROGKLTLUQVRX,True,True,drugmatrix_liver
GSM1394029,S020108-086_MITOMYCIN C_1.7 mg/kg_INTRAVENOUS_SALINE_.25 d_Male_96695.CEL,Mitomycin C,1.7 mg/kg,0.25 d,Saline,Liver,False,NWIBSHFKIJFRCO,True,True,drugmatrix_liver
GSM1394030,S020108-073_MITOMYCIN C_0.5 mg/kg_INTRAVENOUS_SALINE_0.25 d_Male_96696.CEL,Mitomycin C,0.5 mg/kg,0.25 d,Saline,Liver,False,NWIBSHFKIJFRCO,True,True,drugmatrix_liver
GSM1394031,S011106-220_INTRAVENOUS_SALINE_.25 d_Male_96697.CEL,,0 mg/kg,0.25 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1394032,S040311-095_NAFENOPIN_338 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96698.CEL,Nafenopin,338 mg/kg,3 d,Corn Oil,Liver,False,XJGBDJOMWKAZJS,True,True,drugmatrix_liver
GSM1394033,S010924-060_CARBON TETRACHLORIDE_400 mg/kg_ORAL GAVAGE_CORN OIL_7 d_Male_96699.CEL,Carbon Tetrachloride,400 mg/kg,7 d,Corn Oil,Liver,False,VZGDMQKNWNREIO,True,True,drugmatrix_liver
GSM1394034,I011106-003_ORAL GAVAGE_SALINE_.25 d_Male_96700.CEL,,0 mg/kg,0.25 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1394035,XXV040217-018_ASPIRIN_167 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_96701.CEL,Aspirin,167 mg/kg,3 d,Corn Oil,Liver,False,BSYNRYMUTXBXSQ,True,True,drugmatrix_liver
